,Unnamed: 0,qid,title,category,sub_category,cve_id,cvss,publish_date
1352,1505,710194,Gentoo Linux XRootD Remote code execution Vulnerability (GLSA 201903-11),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2017-1000215,9.8,2021-08-31
1354,1507,710196,Gentoo Linux Zsh User-assisted execution of arbitrary code Vulnerability (GLSA 201903-02),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-13259,CVE-2018-0502",9.8,2021-08-31
1355,1508,710197,Gentoo Linux cURL Multiple Vulnerabilities (GLSA 201903-03),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-16840,CVE-2018-16842,CVE-2018-16839,CVE-2019-3822,CVE-2019-3823,CVE-2018-14618",9.8,2021-08-31
1356,1509,710198,Gentoo Linux rdesktop Multiple Vulnerabilities (GLSA 201903-06),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-20179,CVE-2018-20180,CVE-2018-20174,CVE-2018-8796,CVE-2018-20182,CVE-2018-8799,CVE-2018-8794,CVE-2018-20181,CVE-2018-20177,CVE-2018-8793,CVE-2018-8798,CVE-2018-20175,CVE-2018-20176,CVE-2018-8795,CVE-2018-8800,CVE-2018-8791,CVE-2018-8797,CVE-2018-8792,CVE-2018-20178",9.8,2021-08-31
1365,1518,751031,SUSE Enterprise Linux Security Update for Open Secure Sockets Layer (OpenSSL) (SUSE-SU-2021:2833-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3712,CVE-2021-3711",9.8,2021-08-31
1367,1520,751033,SUSE Enterprise Linux Security Update for python-PyYAML (SUSE-SU-2021:2818-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-14343,CVE-2020-1747",9.8,2021-08-31
1370,1523,751038,SUSE Enterprise Linux Security Update for unrar (SUSE-SU-2021:2834-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2017-20006,CVE-2017-12941,CVE-2017-12942,CVE-2017-12938,CVE-2017-12940,CVE-2012-6706",9.8,2021-08-31
1381,1534,751050,OpenSUSE Security Update for Open Secure Sockets Layer (OpenSSL) (openSUSE-SU-2021:1188-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3711,CVE-2021-3712",9.8,2021-08-31
1382,1535,751051,OpenSUSE Security Update for libspf2 (openSUSE-SU-2021:1187-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-20314,9.8,2021-08-31
1388,1541,375808,F5 BIG-IP Advanced WAF and BIG-IP ASM Privilege Escalation (K41351250),Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-23031,9.9,2021-08-31
1390,1543,710022,Gentoo Linux libpano13 Format string vulnerability (GLSA 202107-47),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-20307,9.8,2021-08-31
1397,1550,710030,Gentoo Linux Apache Multiple vulnerabilities (GLSA 202107-38),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-35452,CVE-2021-26690,CVE-2021-31618,CVE-2020-13950,CVE-2021-26691,CVE-2019-17567,CVE-2021-30641",9.8,2021-08-31
1398,1551,710031,Gentoo Linux Apache Commons Collections Remote code execution (GLSA 202107-37),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2017-15708,9.8,2021-08-31
1408,1561,710090,Gentoo Linux SpamAssassin Arbitrary command execution vulnerability (GLSA 202105-26),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2020-1946,9.8,2021-08-31
1418,1571,710100,Gentoo Linux X.Org X11 library Denial of service vulnerability (GLSA 202105-16),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-08-31
1422,1575,710104,Gentoo Linux GNU Screen User-assisted execution of arbitrary code vulnerability (GLSA 202105-11),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-26937,9.8,2021-08-31
1427,1580,710109,Gentoo Linux Smarty Multiple vulnerabilities (GLSA 202105-06),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2021-26120,CVE-2021-26119",9.8,2021-08-31
1428,1581,710110,"Gentoo Linux Mutt, NeoMutt Denial of service vulnerability (GLSA 202105-05)",GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-32055,9.1,2021-08-31
1432,1585,710114,Gentoo Linux Exim Multiple vulnerabilities (GLSA 202105-01),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-28017,CVE-2020-28021,CVE-2020-28018,CVE-2020-28025,CVE-2020-28023,CVE-2020-28013,CVE-2020-28019,CVE-2020-28008,CVE-2020-28012,CVE-2020-28010,CVE-2020-28026,CVE-2020-28011,CVE-2020-28015,CVE-2021-27216,CVE-2020-28009,CVE-2020-28022,CVE-2020-28024,CVE-2020-28016,CVE-2020-28007,CVE-2020-28014,CVE-2020-28020",9.8,2021-08-31
1433,1586,710190,Gentoo Linux Mozilla Firefox Multiple Vulnerabilities (GLSA 201903-04),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-18500,CVE-2018-12405,CVE-2018-18501,CVE-2018-18492,CVE-2019-5785,CVE-2018-18493,CVE-2018-18498,CVE-2018-18494,CVE-2018-18356,CVE-2018-18505",10.0,2021-08-31
1448,1601,281843,Fedora Security Update for libX11 (FEDORA-2021-62bb9998b2),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-08-31
1469,1622,178772,Debian Security Update for ledgersmb (DSA 4962-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2021-3694,CVE-2021-3693,CVE-2021-3731",9.6,2021-08-31
1471,1624,198469,Ubuntu Security Notification for Open Secure Sockets Layer (OpenSSL) Vulnerabilities (USN-5051-1),Ubuntu,"Unix Authenticated Discovery, Patch Available","CVE-2021-3712,CVE-2021-3711",9.8,2021-08-31
1482,1635,281824,Fedora Security Update for python (FEDORA-2021-78e501d62a),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-35042,9.8,2021-08-31
1483,1636,281825,Fedora Security Update for newsboat (FEDORA-2021-79ce3cb64a),Fedora,"Unix Authenticated Discovery, Patch Available",CVE-2021-32810,9.8,2021-08-31
1486,1639,159334,Oracle Enterprise Linux Security Update for olcne (ELSA-2021-9397),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-28683,CVE-2021-28682,CVE-2021-31920,CVE-2021-31921,CVE-2021-29258,CVE-2021-34824",9.8,2021-08-31
1487,1640,159335,Oracle Enterprise Linux Security Update for olcne (ELSA-2021-9398),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-28683,CVE-2021-28682,CVE-2021-31920,CVE-2021-31921,CVE-2021-29258,CVE-2021-34824",9.8,2021-08-31
1488,1641,159336,Oracle Enterprise Linux Security Update for olcne (ELSA-2021-9399),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-28683,CVE-2021-28682,CVE-2021-31920,CVE-2021-31921,CVE-2021-29258,CVE-2021-34824",9.8,2021-08-31
1489,1642,159342,Oracle Enterprise Linux Security Update for python27:2.7 (ELSA-2021-1761),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2020-26137,CVE-2020-26116,CVE-2021-3177,CVE-2020-27783",9.8,2021-08-31
1491,1644,159344,Oracle Enterprise Linux Security Update for rust-toolset:ol8 (ELSA-2021-3063),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-28875,CVE-2021-28876,CVE-2021-28878,CVE-2021-28879,CVE-2021-28877,CVE-2020-36323,CVE-2021-31162",9.8,2021-08-31
1513,1666,159333,Oracle Enterprise Linux Security Update for olcne (ELSA-2021-9396),OEL,"Unix Authenticated Discovery, Patch Available","CVE-2021-28683,CVE-2021-28682,CVE-2021-31920,CVE-2021-31921,CVE-2021-29258,CVE-2021-34824",9.8,2021-08-31
1519,1677,375417,SaltStack Salt Minion Multiple Security Vulnerabilities,Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-28243,CVE-2020-28972,CVE-2020-35662,CVE-2021-25282,CVE-2021-25284",9.1,2021-03-25
1525,1699,375416,SaltStack Salt Master Multiple Security Vulnerabilities,Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-28972,CVE-2020-35662,CVE-2021-3148,CVE-2021-3144,CVE-2021-25281,CVE-2021-25282,CVE-2021-25283,CVE-2021-25284,CVE-2021-3197",9.8,2021-03-25
1534,1712,198466,Ubuntu Security Notification for Inetutils Vulnerability (USN-5048-1),Ubuntu,"Unix Authenticated Discovery, Patch Available",CVE-2020-10188,9.8,2021-08-24
1536,1714,91812,Microsoft Azure Stack Hub Security Updates - July 2021,Windows,"Windows Authenticated Discovery, Patch Available","CVE-2021-31183,CVE-2021-31961,CVE-2021-31979,CVE-2021-33740,CVE-2021-33743,CVE-2021-33744,CVE-2021-33745,CVE-2021-33746,CVE-2021-33749,CVE-2021-33750,CVE-2021-33751,CVE-2021-33752,CVE-2021-33754,CVE-2021-33755,CVE-2021-33756,CVE-2021-33757,CVE-2021-33759,CVE-2021-33761,CVE-2021-33763,CVE-2021-33764,CVE-2021-33765,CVE-2021-33771,CVE-2021-33773,CVE-2021-33774,CVE-2021-33779,CVE-2021-33780,CVE-2021-33781,CVE-2021-33782,CVE-2021-33783,CVE-2021-33784,CVE-2021-33785,CVE-2021-33786,CVE-2021-33788,CVE-2021-34438,CVE-2021-34440,CVE-2021-34441,CVE-2021-34442,CVE-2021-34444,CVE-2021-34445,CVE-2021-34446,CVE-2021-34447,CVE-2021-34448,CVE-2021-34449,CVE-2021-34450,CVE-2021-34454,CVE-2021-34455,CVE-2021-34456,CVE-2021-34457,CVE-2021-34458,CVE-2021-34459,CVE-2021-34460,CVE-2021-34462,CVE-2021-34476,CVE-2021-34488,CVE-2021-34489,CVE-2021-34490,CVE-2021-34491,CVE-2021-34492,CVE-2021-34493,CVE-2021-34494,CVE-2021-34496,CVE-2021-34497,CVE-2021-34498,CVE-2021-34499,CVE-2021-34500,CVE-2021-34503,CVE-2021-34504,CVE-2021-34507,CVE-2021-34508,CVE-2021-34509,CVE-2021-34510,CVE-2021-34511,CVE-2021-34512,CVE-2021-34514,CVE-2021-34516,CVE-2021-34525",9.9,2021-08-26
1539,1718,751035,OpenSUSE Security Update for openssl-1_1 (openSUSE-SU-2021:2830-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3711,CVE-2021-3712",9.8,2021-08-26
1543,1722,317014,Cisco Application Policy Infrastructure Controller (APIC) Arbitrary File Read and Write Vulnerability (cisco-sa-capic-frw-Nt3RYxR2),Cisco,"Unix Authenticated Discovery, Patch Available",CVE-2021-1577,9.1,2021-08-26
1586,1766,106016,EOL/Obsolete Operating System: Fedora 30 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1587,1767,106017,EOL/Obsolete Operating System: Fedora 31 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1588,1768,106018,EOL/Obsolete Operating System: Fedora 32 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1598,1778,730164,Apache JUDDI Remote Code Execution(RCE) Vulnerability,CGI,"Remote Discovery, Patch Available",CVE-2021-37578,9.8,2021-08-25
1599,1779,730165,Apache Tapestry Remote Code Execution Vulnerability Detected,CGI,"Remote Discovery, Patch Available",CVE-2021-27850,9.8,2021-08-25
1603,1783,106008,EOL/Obsolete Operating System: Fedora 22 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1604,1784,106009,EOL/Obsolete Operating System: Fedora 23 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1605,1785,106010,EOL/Obsolete Operating System: Fedora 24 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1606,1786,106011,EOL/Obsolete Operating System: Fedora 25 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1607,1787,106012,EOL/Obsolete Operating System: Fedora 26 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1608,1788,106013,EOL/Obsolete Operating System: Fedora 27 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1609,1789,106014,EOL/Obsolete Operating System: Fedora 28 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1610,1790,106015,EOL/Obsolete Operating System: Fedora 29 Detected,Security Policy,Unix Authenticated Discovery,,9.8,2021-08-25
1614,1798,87434,Oracle WebLogic Server Multiple Vulnerabilities (CPUJAN2021),Web server,"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available, Exploit Available","CVE-2020-14750,CVE-2021-2047,CVE-2021-2033,CVE-2021-2109,CVE-2021-2075,CVE-2019-10086,CVE-2019-17195,CVE-2018-10237,CVE-2021-2064,CVE-2021-1994,CVE-2021-1995,CVE-2021-1996,CVE-2021-2108",9.8,2021-01-20
1615,1799,87448,Oracle WebLogic Server Multiple Vulnerabilities (CPUAPR2021),Web server,"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available","CVE-2021-2294,CVE-2019-3740,CVE-2021-2211,CVE-2021-2135,CVE-2021-2204,CVE-2021-2136,CVE-2021-2214,CVE-2021-2157,CVE-2021-2142,CVE-2019-10086",9.8,2021-04-21
1625,1810,750993,SUSE Enterprise Linux Security Update for nodejs8 (SUSE-SU-2021:2790-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-22930,9.8,2021-08-24
1629,1816,375795,Zoho ManageEngine ADManager Plus Multiple Vulnerabilities,Local,"Windows Authenticated Discovery, Patch Available","CVE-2021-37539,CVE-2021-37741,CVE-2021-37761,CVE-2021-37762,CVE-2021-37918,CVE-2021-37919,CVE-2021-37920,CVE-2021-37921,CVE-2021-37922,CVE-2021-37923,CVE-2021-37924,CVE-2021-37925,CVE-2021-37926,CVE-2021-37927,CVE-2021-37928,CVE-2021-37929,CVE-2021-37930,CVE-2021-37931",9.8,2021-08-24
1630,1817,375802,Zoho ManageEngine ADManager Plus Unauthenticated Product Integration Vulnerability,Local,"Windows Authenticated Discovery, Patch Available",CVE-2020-24786,9.8,2021-08-24
1640,1827,178738,Debian Security Update for jetty9 (DSA 4949-1),Debian,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-27216,CVE-2019-10241,CVE-2019-10247,CVE-2020-28165,CVE-2020-27223,CVE-2020-28169,CVE-2021-34428",9.8,2021-08-24
1650,1837,178724,Debian Security Update for aspell (DLA 2720-1),Debian,"Unix Authenticated Discovery, Patch Available","CVE-2019-17544,CVE-2019-25051",9.1,2021-08-24
1652,1839,10085,Apache ActiveMQ JMX Remote Code Execution,CGI,"Remote Discovery, Unix Authenticated Discovery, Patch Available",CVE-2020-11998,9.8,2021-01-27
1655,1845,730162,Raritan Default Credentials Detected,CGI,Remote Discovery,,9.8,2021-08-23
1656,1846,730151,Grafana Default Credentials Detected,CGI,Remote Discovery,,9.8,2021-08-11
1659,1849,710177,Gentoo Linux Mozilla Thunderbird and Firefox Multiple vulnerabilities (GLSA 201904-07),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2019-9810,CVE-2018-18512,CVE-2019-9793,CVE-2018-18500,CVE-2018-18513,CVE-2018-18506,CVE-2018-18356,CVE-2018-18505,CVE-2019-9795,CVE-2019-9792,CVE-2019-9790,CVE-2019-9813,CVE-2018-18501,CVE-2016-5824,CVE-2018-18509,CVE-2018-18335,CVE-2019-5785,CVE-2019-9796,CVE-2019-9788,CVE-2019-9791",10.0,2021-08-23
1668,1858,710186,Gentoo Linux Apache Multiple vulnerabilities (GLSA 201903-21),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-17199,CVE-2018-17189,CVE-2018-17190,CVE-2019-0190",9.8,2021-08-23
1687,1877,900297,CBL-Mariner Linux Security Update for rust 1.47.0,CBL-Mariner,"Unix Authenticated Discovery, Patch Available",CVE-2021-29922,9.1,2021-08-23
1697,1887,710137,"Gentoo Linux MariaDB, MySQL Multiple vulnerabilities (GLSA 201908-24)",GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-2759,CVE-2018-2781,CVE-2018-3185,CVE-2018-3251,CVE-2018-3162,CVE-2018-3284,CVE-2018-3156,CVE-2018-2755,CVE-2019-2510,CVE-2018-3277,CVE-2018-2771,CVE-2018-2761,CVE-2018-2784,CVE-2018-2810,CVE-2018-2782,CVE-2018-2817,CVE-2018-3173,CVE-2018-3174,CVE-2018-3282,CVE-2018-2787,CVE-2018-2786,CVE-2018-3200,CVE-2018-2777,CVE-2018-2813,CVE-2019-2529,CVE-2018-2766,CVE-2019-2537,CVE-2018-3143,CVE-2018-3252,CVE-2018-2819",9.8,2021-08-23
1698,1888,710138,Gentoo Linux VLC Multiple vulnerabilities (GLSA 201908-23),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-5439,CVE-2019-12874",9.8,2021-08-23
1699,1889,710139,Gentoo Linux Adobe Flash Player Multiple vulnerabilities (GLSA 201908-21),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-7108,CVE-2019-7096,CVE-2019-7845",9.8,2021-08-23
1700,1890,710140,Gentoo Linux Mozilla Thunderbird Multiple vulnerabilities (GLSA 201908-20),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2019-11711,CVE-2019-11713,CVE-2019-9811,CVE-2019-11709,CVE-2019-11703,CVE-2019-11705,CVE-2019-11704,CVE-2019-11712,CVE-2019-11729,CVE-2019-11715,CVE-2019-11706,CVE-2019-11717,CVE-2019-11730,CVE-2019-11719",9.8,2021-08-23
1701,1891,710141,Gentoo Linux GNU Wget Arbitrary code execution Vulnerability (GLSA 201908-19),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-5953,9.8,2021-08-23
1702,1892,710142,"Gentoo Linux Chromium, Google Chrome Multiple vulnerabilities (GLSA 201908-18)",GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-5834,CVE-2019-5862,CVE-2019-5833,CVE-2019-5822,CVE-2019-5859,CVE-2019-5807,CVE-2019-5815,CVE-2019-5819,CVE-2019-5835,CVE-2019-5852,CVE-2018-18356,CVE-2018-17481,CVE-2018-18355,CVE-2019-5839,CVE-2019-5808,CVE-2018-18353,CVE-2019-5840,CVE-2019-5816,CVE-2019-5811,CVE-2018-18340,CVE-2018-18348,CVE-2018-18341,CVE-2019-5814,CVE-2018-18351,CVE-2019-5828,CVE-2019-5863,CVE-2018-18335,CVE-2018-18352,CVE-2019-5830,CVE-2019-5818,CVE-2019-5817,CVE-2019-5856,CVE-2019-5836,CVE-2019-5823,CVE-2019-5854,CVE-2019-5812,CVE-2018-18342,CVE-2019-5806,CVE-2018-17480,CVE-2018-18359,CVE-2019-5855,CVE-2018-18346,CVE-2018-18337,CVE-2019-5805,CVE-2018-18344,CVE-2019-5848,CVE-2019-5810,CVE-2019-5865,CVE-2019-5867,CVE-2019-5868,CVE-2018-18338,CVE-2019-5813,CVE-2019-5829,CVE-2018-18336,CVE-2018-18339,CVE-2019-5864,CVE-2019-5809,CVE-2019-5847,CVE-2018-18349,CVE-2019-5837,CVE-2019-5820,CVE-2018-18358,CVE-2018-18357,CVE-2019-5860,CVE-2019-5851,CVE-2018-18343,CVE-2019-5838,CVE-2019-5832,CVE-2019-5850,CVE-2019-5861,CVE-2019-5853,CVE-2018-18345,CVE-2018-18350,CVE-2019-5857,CVE-2019-5858,CVE-2019-5831,CVE-2019-5821,CVE-2018-18354,CVE-2018-18347,CVE-2019-5842",9.6,2021-08-23
1703,1893,710143,Gentoo Linux ZeroMQ Arbitrary code execution Vulnerability (GLSA 201908-17),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-13132,9.8,2021-08-23
1704,1894,710144,Gentoo Linux ProFTPD Remote code execution Vulnerability (GLSA 201908-16),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-12815,9.8,2021-08-23
1707,1897,710147,Gentoo Linux LibreOffice Multiple vulnerabilities (GLSA 201908-13),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2019-9849,CVE-2019-9848",9.8,2021-08-23
1708,1898,710148,Gentoo Linux Mozilla Firefox Multiple vulnerabilities (GLSA 201908-12),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2019-11718,CVE-2019-9811,CVE-2019-11708,CVE-2019-11714,CVE-2019-11729,CVE-2019-11707,CVE-2019-11711,CVE-2019-11725,CVE-2019-11716,CVE-2019-11720,CVE-2019-11709,CVE-2019-11721,CVE-2019-11727,CVE-2019-11723,CVE-2019-11712,CVE-2019-11715,CVE-2019-11728,CVE-2019-11710,CVE-2019-11724,CVE-2019-11713,CVE-2019-11717,CVE-2019-11730,CVE-2019-11719",10.0,2021-08-23
1714,1904,710154,Gentoo Linux LibVNCServer Multiple vulnerabilities (GLSA 201908-05),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-20022,CVE-2018-20023,CVE-2018-20020,CVE-2018-20021,CVE-2018-7226,CVE-2018-20024,CVE-2018-7225,CVE-2018-20019",9.8,2021-08-23
1715,1905,710155,Gentoo Linux Redis Multiple vulnerabilities (GLSA 201908-04),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-10193,CVE-2018-11219,CVE-2019-10192,CVE-2018-11218",9.8,2021-08-23
1717,1907,710158,Gentoo Linux Binutils Multiple vulnerabilities (GLSA 201908-01),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2018-12700,CVE-2018-12641,CVE-2018-10373,CVE-2018-19932,CVE-2018-10534,CVE-2018-10535,CVE-2018-12697,CVE-2018-13033,CVE-2018-12699,CVE-2018-20002,CVE-2018-12698,CVE-2018-19931,CVE-2018-20651,CVE-2018-10372",9.8,2021-08-23
1718,1908,710159,Gentoo Linux Exim Remote command execution Vulnerability (GLSA 201906-01),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available",CVE-2019-10149,9.8,2021-08-23
1719,1909,710160,Gentoo Linux QEMU Multiple vulnerabilities (GLSA 201904-25),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-9824,CVE-2018-20815",9.8,2021-08-23
1726,1916,710167,Gentoo Linux libseccomp Privilege escalation Vulnerability (GLSA 201904-18),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2019-9893,9.8,2021-08-23
1729,1919,710171,Gentoo Linux Git Multiple vulnerabilities (GLSA 201904-13),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2018-19486,9.8,2021-08-23
1738,1928,375650,IBM MQ Buffer Overflow Vulnerability (6453367),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-27221,9.8,2021-08-23
1746,1936,710116,Gentoo Linux Mozilla Firefox Multiple vulnerabilities (GLSA 201911-07),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-9812,CVE-2019-11740,CVE-2019-11746,CVE-2019-11752,CVE-2019-11742,CVE-2019-11744,CVE-2019-11743",9.8,2021-08-23
1747,1937,710117,"Gentoo Linux Chromium, Google Chrome Multiple vulnerabilities (GLSA 201911-06)",GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-13708,CVE-2019-5877,CVE-2019-13700,CVE-2019-13663,CVE-2019-13665,CVE-2019-13696,CVE-2019-13693,CVE-2019-13703,CVE-2019-5881,CVE-2019-5870,CVE-2019-13678,CVE-2019-5869,CVE-2019-13673,CVE-2019-13669,CVE-2019-5871,CVE-2019-5880,CVE-2019-13719,CVE-2019-5875,CVE-2019-13674,CVE-2019-13664,CVE-2019-13670,CVE-2019-13666,CVE-2019-13710,CVE-2019-13701,CVE-2019-13694,CVE-2019-5878,CVE-2019-13659,CVE-2019-5872,CVE-2019-13680,CVE-2019-5876,CVE-2019-13671,CVE-2019-13662,CVE-2019-13707,CVE-2019-13682,CVE-2019-13717,CVE-2019-5879,CVE-2019-13706,CVE-2019-13713,CVE-2019-13697,CVE-2019-13661,CVE-2019-13676,CVE-2019-13704,CVE-2019-5874,CVE-2019-13660,CVE-2019-13688,CVE-2019-13699,CVE-2019-13705,CVE-2019-5873,CVE-2019-13714,CVE-2019-13686,CVE-2019-13718,CVE-2019-13677,CVE-2019-13716,CVE-2019-13695,CVE-2019-13685,CVE-2019-13709,CVE-2019-13675,CVE-2019-13711,CVE-2019-13687,CVE-2019-13721,CVE-2019-13683,CVE-2019-13679,CVE-2019-13667,CVE-2019-13715,CVE-2019-13668,CVE-2019-13681",9.6,2021-08-23
1748,1938,710118,Gentoo Linux Adobe Flash Player Multiple vulnerabilities (GLSA 201911-05),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-8070,CVE-2019-8069",9.8,2021-08-23
1749,1939,710120,Gentoo Linux Oniguruma Multiple vulnerabilities (GLSA 201911-03),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-13224,CVE-2019-13225",9.8,2021-08-23
